hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,room-status,room-type
Resort Hotel,1,2017,February,2,0,0,GBR,E,E,Transient,68,0,1,Canceled,13-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,29,0,2,Canceled,18-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,45,0,0,Canceled,01-08-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,37.8,0,2,Canceled,01-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,BEL,E,E,Transient,82.8,0,0,Canceled,26-09-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,54,0,0,Canceled,02-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,NLD,D,D,Transient,52,0,1,Canceled,18-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,42,0,0,Canceled,13-09-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,MOZ,E,E,Transient,68,0,1,Canceled,17-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,KOR,E,E,Transient,62,0,2,Canceled,09-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,KOR,E,E,Transient,62,0,2,Canceled,09-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,D,E,Transient,0,0,0,No-Show,06-02-2017,Undesired,Single
Resort Hotel,1,2017,February,3,1,0,KOR,H,H,Transient,93,0,2,Canceled,09-12-2016,Desired,Family
Resort Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,62,0,0,Canceled,03-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,IRL,A,A,Transient,48,0,0,Canceled,02-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ROU,A,A,Transient,37.8,0,2,Canceled,15-09-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ROU,A,A,Transient,37.8,0,2,Canceled,15-09-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,55.8,0,1,Canceled,25-10-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,IRL,E,E,Transient,68,0,2,No-Show,06-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,34.11,0,0,No-Show,06-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,41.4,0,0,Canceled,28-07-2016,Desired,Couple
Resort Hotel,1,2017,February,3,1,0,FRA,H,H,Transient,141,0,0,Canceled,14-12-2016,Desired,Family
Resort Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,88,0,1,Canceled,14-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,2,0,GBR,G,G,Transient,84.57,0,1,Canceled,26-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,88,0,1,Canceled,14-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CN,A,A,Transient,33.26,0,0,Canceled,28-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,D,Transient,48,0,2,Canceled,07-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,IRL,D,D,Transient,58,0,1,Canceled,05-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CN,A,A,Transient,48,0,0,Canceled,28-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,45,0,0,Canceled,08-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,37.8,0,0,Canceled,19-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,45.6,0,1,Canceled,30-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,58,0,0,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,C,C,Transient,111,0,1,No-Show,09-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,47,0,0,Canceled,15-12-2016,Desired,Single
Resort Hotel,1,2017,February,3,0,0,IRL,E,E,Transient,100,0,0,Canceled,20-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,1,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,47,0,0,Canceled,15-12-2016,Desired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,BRA,D,D,Transient,56,0,0,Canceled,04-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,0,Canceled,27-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,1,0,IRL,H,H,Transient,141,0,0,Canceled,20-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,24-08-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,54,0,0,Canceled,15-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,POL,A,A,Transient,48,0,0,Canceled,30-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,58,0,1,Canceled,07-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CN,A,A,Transient,36.43,0,0,Canceled,28-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,POL,D,D,Transient,58,0,1,Canceled,18-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,C,Transient,46,0,0,Canceled,08-12-2016,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,48,0,1,Canceled,07-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,BRA,A,A,Transient,46.5,0,0,Canceled,10-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,46.8,0,1,Canceled,20-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,1,Canceled,28-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,1,Canceled,09-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,1,Canceled,13-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,8,0,0,Canceled,11-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,48,0,0,Canceled,10-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,54.4,0,0,Canceled,18-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,48,0,0,Canceled,10-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,0,Canceled,24-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,BRA,D,D,Transient,58,0,0,Canceled,16-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,46.8,0,1,No-Show,11-02-2017,Desired,Couple
Resort Hotel,1,2017,February,3,1,0,GBR,H,H,Transient,93,0,1,Canceled,17-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,IRL,A,A,Transient,48,0,0,Canceled,17-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,52,0,1,Canceled,12-10-2016,Desired,Couple
Resort Hotel,1,2017,February,2,1,0,PRT,A,A,Transient,51.84,0,0,Canceled,01-02-2017,Desired,Family
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,30,0,1,No-Show,11-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,42,0,1,No-Show,11-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CN,A,A,Transient,37.8,0,2,Canceled,29-08-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,POL,A,A,Transient,0,0,0,Canceled,12-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,58,0,0,Canceled,26-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,F,F,Transient,101.7,0,0,Canceled,04-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,USA,A,A,Transient,48,0,0,Canceled,03-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,USA,A,A,Transient,48,0,0,Canceled,03-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,66.29,0,1,No-Show,12-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,NLD,A,A,Transient,37.8,0,2,Canceled,02-08-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,26,0,0,Canceled,01-10-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,78,0,3,Canceled,09-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,0,Canceled,25-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,60,0,1,Canceled,07-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,2,Canceled,24-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,D,Transient,66.6,0,1,No-Show,13-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,45.5,0,0,Canceled,02-02-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,43,0,0,Canceled,30-12-2016,Desired,Single
Resort Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,37.8,0,1,Canceled,11-01-2017,Desired,Single
Resort Hotel,1,2017,February,2,2,0,SWE,G,G,Transient,88,0,0,Canceled,25-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,40.8,0,2,Canceled,14-10-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,E,E,Transient,55.8,0,1,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,50.85,0,0,No-Show,13-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,1,No-Show,14-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,2,No-Show,14-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,68,0,2,Canceled,25-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,80,0,0,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,60.5,0,3,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,35,0,0,No-Show,14-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,88,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient-Party,48,0,2,Canceled,13-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,48,0,2,No-Show,14-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,1,0,NLD,E,E,Transient,79,0,0,Canceled,24-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,DEU,E,E,Transient,68,0,3,Canceled,10-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,39.9,0,1,Canceled,18-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,39.9,0,1,Canceled,18-11-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,35,0,0,Canceled,14-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,GBR,E,E,Transient,62,0,3,Canceled,21-11-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,E,E,Transient,68,0,1,Canceled,28-01-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,43,0,1,Canceled,22-12-2016,Desired,Single
Resort Hotel,1,2017,February,2,1,0,GBR,G,G,Transient,88,0,0,Canceled,16-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,1,0,GBR,D,D,Transient,78,0,0,Canceled,16-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,GBR,E,E,Transient,68,0,1,Canceled,28-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,48,0,0,Canceled,17-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,78,0,0,Canceled,26-01-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,GBR,D,D,Transient,49.5,0,0,Canceled,21-01-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,48,0,1,Canceled,25-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,C,Transient,39.6,0,0,Canceled,16-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,1,0,0,GBR,E,E,Transient,55.8,0,1,Canceled,12-10-2016,Desired,Single
Resort Hotel,1,2017,February,2,0,0,NLD,A,A,Transient,60,0,0,Canceled,27-09-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,78,0,1,No-Show,17-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,0,Canceled,20-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,DEU,A,C,Transient,48,0,1,Canceled,03-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,92,0,0,Canceled,02-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,2,Canceled,06-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,E,E,Transient,68,0,0,Canceled,17-01-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,36,0,0,Canceled,21-01-2017,Desired,Single
Resort Hotel,1,2017,February,2,2,0,PRT,G,G,Transient,82,0,0,Canceled,16-12-2016,Desired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient-Party,48,0,0,Canceled,13-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,74.1,0,1,Canceled,04-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,52,0,0,Canceled,12-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient-Party,48,0,0,Canceled,13-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,D,D,Transient,62,0,0,Canceled,13-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,D,D,Transient,82,0,1,Canceled,13-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,2,0,GBR,G,G,Transient,93,0,0,Canceled,28-05-2016,Desired,Family
Resort Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,58,0,0,Canceled,16-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,1,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,58,0,1,Canceled,10-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,77.4,0,2,Canceled,13-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,1,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,0,Canceled,06-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,2,Canceled,02-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,2,0,PRT,G,G,Transient,88,0,0,Canceled,27-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,0,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,D,Transient,40,0,0,Canceled,18-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,37.8,0,2,Canceled,12-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,48,0,2,Canceled,10-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,C,Transient-Party,35,0,1,No-Show,18-02-2017,Undesired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,40,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,48,0,0,Canceled,15-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,CHE,D,D,Transient,48.6,0,1,No-Show,18-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,2,0,GBR,G,G,Transient,87,0,1,Canceled,29-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,2,0,IRL,G,G,Transient,88,0,0,Canceled,22-12-2016,Desired,Family
Resort Hotel,1,2017,February,2,0,0,GBR,E,E,Transient-Party,80,0,0,Canceled,19-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,C,Transient,55.8,0,0,Canceled,10-08-2016,Undesired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,42,0,2,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,ITA,A,A,Transient-Party,37,0,1,Canceled,03-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,USA,A,A,Transient,42,0,0,Canceled,08-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,52,0,0,Canceled,10-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,42,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,ITA,A,A,Transient,42,0,0,Canceled,02-12-2016,Desired,Single
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,42,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,ITA,A,A,Transient,42,0,0,Canceled,02-12-2016,Desired,Single
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient-Party,42,0,2,Canceled,08-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,37,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,37,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,42,0,0,Canceled,02-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,E,E,Transient,100,0,1,Canceled,30-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,37.44,0,1,Canceled,26-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ITA,E,E,Transient,55.8,0,1,Canceled,28-09-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,35,0,0,Canceled,20-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,48,0,0,Canceled,15-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,84,0,1,Canceled,03-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,48,0,3,Canceled,31-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,DEU,E,E,Transient,68,0,1,Canceled,17-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,DEU,E,E,Transient,82.8,0,1,Canceled,07-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,48,0,0,Canceled,10-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,53,0,1,No-Show,20-02-2017,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,ESP,A,A,Transient,37,0,0,Canceled,05-10-2016,Desired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,A,D,Transient-Party,44,0,0,Canceled,21-02-2017,Undesired,Couple
Resort Hotel,1,2017,February,3,0,0,PRT,A,D,Transient-Party,60,0,0,Canceled,21-02-2017,Undesired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,20-02-2017,Desired,Couple
Resort Hotel,1,2017,February,3,0,0,PRT,A,A,Transient-Party,58,0,0,Canceled,01-02-2017,Desired,Family
Resort Hotel,1,2017,February,3,0,0,PRT,A,A,Transient-Party,12,0,0,Canceled,20-02-2017,Desired,Family
Resort Hotel,1,2017,February,1,2,0,PRT,A,A,Transient,95,0,0,Canceled,24-01-2017,Desired,Family
Resort Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,44.66,0,1,Canceled,24-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,8,0,0,Canceled,22-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,F,F,Transient,87,0,0,Canceled,15-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,48,0,0,Canceled,03-01-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,20-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,14-12-2016,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,01-02-2017,Desired,Couple
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,14-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient-Party,36,0,0,Canceled,20-02-2017,Desired,Single
Resort Hotel,1,2017,February,2,0,0,PRT,A,A,Transient-Party,42,0,0,Canceled,14-12-2016,Desired,Couple
Resort Hotel,1,2017,February,1,0,0,PRT,A,A,Transient-Party,36,0,0,Canceled,20-02-2017,Desired,Single
